,,,,,,,,,,
,,,,,,,,,,
ID_OFFRE,NOM_OFFRE,TYPE_OFFRE,PRIX_MENSUEL_EUR,LIMITE_COMPTES,DUREE_ECOUTE_LIVRE_AUDIO,FLAG_SPOTIFY_KIDS,FLAG_PUBLICITE,FLAG_MUSIQUE_HORS_CONNEXION,FLAG_AUDIO_LOSSLESS,
1317,Premium Duo,Premium,12,99,1,15,N,N,O,N
1318,Premium Famille,Premium,15,99,6,26,O,N,O,N
1319,Gratuit,Free,0,1,29,N,O,N,N,
1320,Premium Solo,Premium,9,99,1,32,O,N,O,O
1321,Premium Duo,Premium,12,99,1,45,N,N,O,N
1322,Premium Famille,Premium,15,99,6,24,O,N,O,N
1323,Gratuit,Free,0,1,36,N,O,N,N,
1324,Premium Solo,Premium,9,99,1,25,O,N,O,N
1325,Premium Duo,Premium,12,99,1,15,N,N,O,O
1326,Premium Famille,Premium,15,99,6,24,O,N,O,N
1327,Gratuit,Free,0,1,37,N,O,N,N,
1328,Premium Solo,Premium,9,99,1,48,O,N,O,N
1329,Premium Duo,Premium,12,99,1,26,N,N,O,N
1330,Premium Famille,Premium,15,99,6,12,O,N,O,O
1331,Gratuit,Free,0,1,15,N,O,N,N,
1332,Premium Solo,Premium,9,99,1,46,O,N,O,N
1333,Premium Duo,Premium,12,99,1,46,N,N,O,N
1334,Premium Famille,Premium,15,99,6,13,O,N,O,N
1335,Gratuit,Free,0,1,22,N,O,N,O,
1336,Premium Solo,Premium,9,99,1,36,O,N,O,N
1337,Premium Duo,Premium,12,99,1,43,N,N,O,N
1338,Premium Famille,Premium,15,99,6,46,O,N,O,N
1339,Gratuit,Free,0,1,41,N,O,N,N,
1340,Premium Solo,Premium,9,99,1,24,O,N,O,O
1341,Premium Duo,Premium,12,99,1,35,N,N,O,N
1342,Premium Famille,Premium,15,99,6,32,O,N,O,N
1343,Gratuit,Free,0,1,27,N,O,N,N,
1344,Premium Solo,Premium,9,99,1,14,O,N,O,N
1345,Premium Duo,Premium,12,99,1,14,N,N,O,O
1346,Premium Famille,Premium,15,99,6,26,O,N,O,N
1347,Gratuit,Free,0,1,18,N,O,N,N,
1348,Premium Solo,Premium,9,99,1,30,O,N,O,N
1349,Premium Duo,Premium,12,99,1,40,N,N,O,N
1350,Premium Famille,Premium,15,99,6,42,O,N,O,O
1351,Gratuit,Free,0,1,10,N,O,N,N,
1352,Premium Solo,Premium,9,99,1,36,O,N,O,N
1353,Premium Duo,Premium,12,99,1,10,N,N,O,N
1354,Premium Famille,Premium,15,99,6,18,O,N,O,N
1355,Gratuit,Free,0,1,48,N,O,N,O,
1356,Premium Solo,Premium,9,99,1,12,O,N,O,N
1357,Premium Duo,Premium,12,99,1,48,N,N,O,N
1358,Premium Famille,Premium,15,99,6,32,O,N,O,N
1359,Gratuit,Free,0,1,14,N,O,N,N,
1360,Premium Solo,Premium,9,99,1,16,O,N,O,O
1361,Premium Duo,Premium,12,99,1,40,N,N,O,N
1362,Premium Famille,Premium,15,99,6,20,O,N,O,N
1363,Gratuit,Free,0,1,15,N,O,N,N,
1364,Premium Solo,Premium,9,99,1,47,O,N,O,N
1365,Premium Duo,Premium,12,99,1,44,N,N,O,O
1366,Premium Famille,Premium,15,99,6,47,O,N,O,N
1367,Gratuit,Free,0,1,39,N,O,N,N,
1368,Premium Solo,Premium,9,99,1,11,O,N,O,N
1369,Premium Duo,Premium,12,99,1,12,N,N,O,N
1370,Premium Famille,Premium,15,99,6,12,O,N,O,O
1371,Gratuit,Free,0,1,14,N,O,N,N,
1372,Premium Solo,Premium,9,99,1,41,O,N,O,N
1373,Premium Duo,Premium,12,99,1,48,N,N,O,N
1374,Premium Famille,Premium,15,99,6,46,O,N,O,N
1375,Gratuit,Free,0,1,37,N,O,N,O,
1376,Premium Solo,Premium,9,99,1,10,O,N,O,N
1377,Premium Duo,Premium,12,99,1,40,N,N,O,N
1378,Premium Famille,Premium,15,99,6,45,O,N,O,N
1379,Gratuit,Free,0,1,45,N,O,N,N,
1380,Premium Solo,Premium,9,99,1,45,O,N,O,O
1381,Premium Duo,Premium,12,99,1,16,N,N,O,N
1382,Premium Famille,Premium,15,99,6,37,O,N,O,N
1383,Gratuit,Free,0,1,35,N,O,N,N,
1384,Premium Solo,Premium,9,99,1,26,O,N,O,N
1385,Premium Duo,Premium,12,99,1,20,N,N,O,O
1386,Premium Famille,Premium,15,99,6,13,O,N,O,N
1387,Gratuit,Free,0,1,49,N,O,N,N,
1388,Premium Solo,Premium,9,99,1,44,O,N,O,N
1389,Premium Duo,Premium,12,99,1,36,N,N,O,N
1390,Premium Famille,Premium,15,99,6,27,O,N,O,O
1391,Gratuit,Free,0,1,43,N,O,N,N,
1392,Premium Solo,Premium,9,99,1,34,O,N,O,N
1393,Premium Duo,Premium,12,99,1,16,N,N,O,N
1394,Premium Famille,Premium,15,99,6,46,O,N,O,N
1395,Gratuit,Free,0,1,21,N,O,N,O,
1396,Premium Solo,Premium,9,99,1,29,O,N,O,N
1397,Premium Duo,Premium,12,99,1,29,N,N,O,N
1398,Premium Famille,Premium,15,99,6,16,O,N,O,N
1399,Gratuit,Free,0,1,16,N,O,N,N,
1400,Premium Solo,Premium,9,99,1,16,O,N,O,O
1401,Premium Duo,Premium,12,99,1,29,N,N,O,N
1402,Premium Famille,Premium,15,99,6,22,O,N,O,N
1403,Gratuit,Free,0,1,22,N,O,N,N,
1404,Premium Solo,Premium,9,99,1,38,O,N,O,N
1405,Premium Duo,Premium,12,99,1,38,N,N,O,O
1406,Premium Famille,Premium,15,99,6,38,O,N,O,N
1407,Gratuit,Free,0,1,36,N,O,N,N,
1408,Premium Solo,Premium,9,99,1,41,O,N,O,N
1409,Premium Duo,Premium,12,99,1,13,N,N,O,N
1410,Premium Famille,Premium,15,99,6,44,O,N,O,O
1411,Gratuit,Free,0,1,48,N,O,N,N,
1412,Premium Solo,Premium,9,99,1,14,O,N,O,N
1413,Premium Duo,Premium,12,99,1,20,N,N,O,N
1414,Premium Famille,Premium,15,99,6,40,O,N,O,N
1415,Gratuit,Free,0,1,33,N,O,N,O,
1416,Premium Solo,Premium,9,99,1,11,O,N,O,N
1417,Premium Duo,Premium,12,99,1,24,N,N,O,N
1418,Premium Famille,Premium,15,99,6,14,O,N,O,N
1419,Gratuit,Free,0,1,41,N,O,N,N,
1420,Premium Solo,Premium,9,99,1,30,O,N,O,O
1421,Premium Duo,Premium,12,99,1,25,N,N,O,N
1422,Premium Famille,Premium,15,99,6,32,O,N,O,N
1423,Gratuit,Free,0,1,36,N,O,N,N,
1424,Premium Solo,Premium,9,99,1,18,O,N,O,N
1425,Premium Duo,Premium,12,99,1,49,N,N,O,O
1426,Premium Famille,Premium,15,99,6,26,O,N,O,N
1427,Gratuit,Free,0,1,21,N,O,N,N,
1428,Premium Solo,Premium,9,99,1,28,O,N,O,N
1429,Premium Duo,Premium,12,99,1,12,N,N,O,N
1430,Premium Famille,Premium,15,99,6,43,O,N,O,O
1431,Gratuit,Free,0,1,16,N,O,N,N,
1432,Premium Solo,Premium,9,99,1,20,O,N,O,N
1433,Premium Duo,Premium,12,99,1,17,N,N,O,N
1434,Premium Famille,Premium,15,99,6,18,O,N,O,N
1435,Gratuit,Free,0,1,34,N,O,N,O,
1436,Premium Solo,Premium,9,99,1,45,O,N,O,N
1437,Premium Duo,Premium,12,99,1,26,N,N,O,N
1438,Premium Famille,Premium,15,99,6,22,O,N,O,N
1439,Gratuit,Free,0,1,17,N,O,N,N,
1440,Premium Solo,Premium,9,99,1,23,O,N,O,O
1441,Premium Duo,Premium,12,99,1,48,N,N,O,N
1442,Premium Famille,Premium,15,99,6,47,O,N,O,N
1443,Gratuit,Free,0,1,49,N,O,N,N,
1444,Premium Solo,Premium,9,99,1,46,O,N,O,N
1445,Premium Duo,Premium,12,99,1,17,N,N,O,O
1446,Premium Famille,Premium,15,99,6,26,O,N,O,N
1447,Gratuit,Free,0,1,35,N,O,N,N,
1448,Premium Solo,Premium,9,99,1,31,O,N,O,N
1449,Premium Duo,Premium,12,99,1,10,N,N,O,N
1450,Premium Famille,Premium,15,99,6,13,O,N,O,O
1451,Gratuit,Free,0,1,49,N,O,N,N,
1452,Premium Solo,Premium,9,99,1,45,O,N,O,N
1453,Premium Duo,Premium,12,99,1,38,N,N,O,N
1454,Premium Famille,Premium,15,99,6,42,O,N,O,N
1455,Gratuit,Free,0,1,25,N,O,N,O,
1456,Premium Solo,Premium,9,99,1,28,O,N,O,N
1457,Premium Duo,Premium,12,99,1,38,N,N,O,N
1458,Premium Famille,Premium,15,99,6,33,O,N,O,N
1459,Gratuit,Free,0,1,16,N,O,N,N,
1460,Premium Solo,Premium,9,99,1,41,O,N,O,O
1461,Premium Duo,Premium,12,99,1,32,N,N,O,N
1462,Premium Famille,Premium,15,99,6,43,O,N,O,N
1463,Gratuit,Free,0,1,11,N,O,N,N,
1464,Premium Solo,Premium,9,99,1,21,O,N,O,N
1465,Premium Duo,Premium,12,99,1,12,N,N,O,O
1466,Premium Famille,Premium,15,99,6,32,O,N,O,N
1467,Gratuit,Free,0,1,10,N,O,N,N,
1468,Premium Solo,Premium,9,99,1,36,O,N,O,N
1469,Premium Duo,Premium,12,99,1,13,N,N,O,N
1470,Premium Famille,Premium,15,99,6,40,O,N,O,O
1471,Gratuit,Free,0,1,25,N,O,N,N,
1472,Premium Solo,Premium,9,99,1,22,O,N,O,N
1473,Premium Duo,Premium,12,99,1,11,N,N,O,N
1474,Premium Famille,Premium,15,99,6,40,O,N,O,N
1475,Gratuit,Free,0,1,26,N,O,N,O,
1476,Premium Solo,Premium,9,99,1,33,O,N,O,N
1477,Premium Duo,Premium,12,99,1,48,N,N,O,N
1478,Premium Famille,Premium,15,99,6,21,O,N,O,N
1479,Gratuit,Free,0,1,40,N,O,N,N,
1480,Premium Solo,Premium,9,99,1,49,O,N,O,O
1481,Premium Duo,Premium,12,99,1,29,N,N,O,N
1482,Premium Famille,Premium,15,99,6,21,O,N,O,N
1483,Gratuit,Free,0,1,23,N,O,N,N,
1484,Premium Solo,Premium,9,99,1,41,O,N,O,N
1485,Premium Duo,Premium,12,99,1,35,N,N,O,O
1486,Premium Famille,Premium,15,99,6,31,O,N,O,N
1487,Gratuit,Free,0,1,38,N,O,N,N,
1488,Premium Solo,Premium,9,99,1,46,O,N,O,N
1489,Premium Duo,Premium,12,99,1,41,N,N,O,N
1490,Premium Famille,Premium,15,99,6,41,O,N,O,O
1491,Gratuit,Free,0,1,36,N,O,N,N,
1492,Premium Solo,Premium,9,99,1,48,O,N,O,N
1493,Premium Duo,Premium,12,99,1,15,N,N,O,N
1494,Premium Famille,Premium,15,99,6,18,O,N,O,N
1495,Gratuit,Free,0,1,34,N,O,N,O,
1496,Premium Solo,Premium,9,99,1,10,O,N,O,N
1497,Premium Duo,Premium,12,99,1,29,N,N,O,N
1498,Premium Famille,Premium,15,99,6,49,O,N,O,N
1499,Gratuit,Free,0,1,32,N,O,N,N,
1500,Premium Solo,Premium,9,99,1,21,O,N,O,O
1501,Premium Duo,Premium,12,99,1,17,N,N,O,N
1502,Premium Famille,Premium,15,99,6,11,O,N,O,N
1503,Gratuit,Free,0,1,43,N,O,N,N,
1504,Premium Solo,Premium,9,99,1,12,O,N,O,N
1505,Premium Duo,Premium,12,99,1,44,N,N,O,O
1506,Premium Famille,Premium,15,99,6,26,O,N,O,N
1507,Gratuit,Free,0,1,28,N,O,N,N,
1508,Premium Solo,Premium,9,99,1,37,O,N,O,N
1509,Premium Duo,Premium,12,99,1,14,N,N,O,N
1510,Premium Famille,Premium,15,99,6,15,O,N,O,O
1511,Gratuit,Free,0,1,27,N,O,N,N,
1512,Premium Solo,Premium,9,99,1,18,O,N,O,N
1513,Premium Duo,Premium,12,99,1,44,N,N,O,N
1514,Premium Famille,Premium,15,99,6,30,O,N,O,N
1515,Gratuit,Free,0,1,32,N,O,N,O,
1516,Premium Solo,Premium,9,99,1,17,O,N,O,N
1517,Premium Duo,Premium,12,99,1,24,N,N,O,N
1518,Premium Famille,Premium,15,99,6,39,O,N,O,N
1519,Gratuit,Free,0,1,17,N,O,N,N,
1520,Premium Solo,Premium,9,99,1,44,O,N,O,O
1521,Premium Duo,Premium,12,99,1,23,N,N,O,N
1522,Premium Famille,Premium,15,99,6,36,O,N,O,N
1523,Gratuit,Free,0,1,34,N,O,N,N,
1524,Premium Solo,Premium,9,99,1,18,O,N,O,N
1525,Premium Duo,Premium,12,99,1,49,N,N,O,O
1526,Premium Famille,Premium,15,99,6,10,O,N,O,N
1527,Gratuit,Free,0,1,22,N,O,N,N,
1528,Premium Solo,Premium,9,99,1,31,O,N,O,N
1529,Premium Duo,Premium,12,99,1,40,N,N,O,N
1530,Premium Famille,Premium,15,99,6,49,O,N,O,O
1531,Gratuit,Free,0,1,44,N,O,N,N,
1532,Premium Solo,Premium,9,99,1,16,O,N,O,N
1533,Premium Duo,Premium,12,99,1,23,N,N,O,N
1534,Premium Famille,Premium,15,99,6,33,O,N,O,N
1535,Gratuit,Free,0,1,12,N,O,N,O,
1536,Premium Solo,Premium,9,99,1,23,O,N,O,N
1537,Premium Duo,Premium,12,99,1,37,N,N,O,N
1538,Premium Famille,Premium,15,99,6,41,O,N,O,N
1539,Gratuit,Free,0,1,29,N,O,N,N,
1540,Premium Solo,Premium,9,99,1,39,O,N,O,O
1541,Premium Duo,Premium,12,99,1,36,N,N,O,N
1542,Premium Famille,Premium,15,99,6,16,O,N,O,N
1543,Gratuit,Free,0,1,15,N,O,N,N,
1544,Premium Solo,Premium,9,99,1,36,O,N,O,N
1545,Premium Duo,Premium,12,99,1,21,N,N,O,O
1546,Premium Famille,Premium,15,99,6,18,O,N,O,N
1547,Gratuit,Free,0,1,16,N,O,N,N,
1548,Premium Solo,Premium,9,99,1,30,O,N,O,N
1549,Premium Duo,Premium,12,99,1,48,N,N,O,N
1550,Premium Famille,Premium,15,99,6,42,O,N,O,O
1551,Gratuit,Free,0,1,44,N,O,N,N,
1552,Premium Solo,Premium,9,99,1,43,O,N,O,N
1553,Premium Duo,Premium,12,99,1,35,N,N,O,N
1554,Premium Famille,Premium,15,99,6,17,O,N,O,N
1555,Gratuit,Free,0,1,29,N,O,N,O,
1556,Premium Solo,Premium,9,99,1,17,O,N,O,N
1557,Premium Duo,Premium,12,99,1,11,N,N,O,N
1558,Premium Famille,Premium,15,99,6,15,O,N,O,N
1559,Gratuit,Free,0,1,34,N,O,N,N,
1560,Premium Solo,Premium,9,99,1,34,O,N,O,O
1561,Premium Duo,Premium,12,99,1,25,N,N,O,N
1562,Premium Famille,Premium,15,99,6,22,O,N,O,N
1563,Gratuit,Free,0,1,43,N,O,N,N,
1564,Premium Solo,Premium,9,99,1,27,O,N,O,N
1565,Premium Duo,Premium,12,99,1,38,N,N,O,O
1566,Premium Famille,Premium,15,99,6,30,O,N,O,N
1567,Gratuit,Free,0,1,32,N,O,N,N,
1568,Premium Solo,Premium,9,99,1,32,O,N,O,N
1569,Premium Duo,Premium,12,99,1,22,N,N,O,N
1570,Premium Famille,Premium,15,99,6,11,O,N,O,O
1571,Gratuit,Free,0,1,47,N,O,N,N,
1572,Premium Solo,Premium,9,99,1,11,O,N,O,N
1573,Premium Duo,Premium,12,99,1,45,N,N,O,N
1574,Premium Famille,Premium,15,99,6,23,O,N,O,N
1575,Gratuit,Free,0,1,31,N,O,N,O,
1576,Premium Solo,Premium,9,99,1,34,O,N,O,N
1577,Premium Duo,Premium,12,99,1,44,N,N,O,N
1578,Premium Famille,Premium,15,99,6,40,O,N,O,N
1579,Gratuit,Free,0,1,39,N,O,N,N,
1580,Premium Solo,Premium,9,99,1,48,O,N,O,O
1581,Premium Duo,Premium,12,99,1,42,N,N,O,N
1582,Premium Famille,Premium,15,99,6,17,O,N,O,N
1583,Gratuit,Free,0,1,24,N,O,N,N,
1584,Premium Solo,Premium,9,99,1,25,O,N,O,N
1585,Premium Duo,Premium,12,99,1,16,N,N,O,O
1586,Premium Famille,Premium,15,99,6,24,O,N,O,N
1587,Gratuit,Free,0,1,23,N,O,N,N,
1588,Premium Solo,Premium,9,99,1,24,O,N,O,N
1589,Premium Duo,Premium,12,99,1,39,N,N,O,N
1590,Premium Famille,Premium,15,99,6,36,O,N,O,O
1591,Gratuit,Free,0,1,48,N,O,N,N,
1592,Premium Solo,Premium,9,99,1,13,O,N,O,N
1593,Premium Duo,Premium,12,99,1,14,N,N,O,N
1594,Premium Famille,Premium,15,99,6,23,O,N,O,N
1595,Gratuit,Free,0,1,17,N,O,N,O,
1596,Premium Solo,Premium,9,99,1,25,O,N,O,N
1597,Premium Duo,Premium,12,99,1,36,N,N,O,N
1598,Premium Famille,Premium,15,99,6,37,O,N,O,N
1599,Gratuit,Free,0,1,19,N,O,N,N,
1600,Premium Solo,Premium,9,99,1,33,O,N,O,O
1601,Premium Duo,Premium,12,99,1,20,N,N,O,N
1602,Premium Famille,Premium,15,99,6,13,O,N,O,N
1603,Gratuit,Free,0,1,31,N,O,N,N,
1604,Premium Solo,Premium,9,99,1,44,O,N,O,N
1605,Premium Duo,Premium,12,99,1,15,N,N,O,O
1606,Premium Famille,Premium,15,99,6,26,O,N,O,N
1607,Gratuit,Free,0,1,28,N,O,N,N,
1608,Premium Solo,Premium,9,99,1,30,O,N,O,N
1609,Premium Duo,Premium,12,99,1,48,N,N,O,N
1610,Premium Famille,Premium,15,99,6,18,O,N,O,O
1611,Gratuit,Free,0,1,15,N,O,N,N,
1612,Premium Solo,Premium,9,99,1,44,O,N,O,N
1613,Premium Duo,Premium,12,99,1,23,N,N,O,N
1614,Premium Famille,Premium,15,99,6,48,O,N,O,N
1615,Gratuit,Free,0,1,49,N,O,N,O,
1616,Premium Solo,Premium,9,99,1,31,O,N,O,N
1617,Premium Duo,Premium,12,99,1,36,N,N,O,N
1618,Premium Famille,Premium,15,99,6,17,O,N,O,N
1619,Gratuit,Free,0,1,41,N,O,N,N,
1620,Premium Solo,Premium,9,99,1,27,O,N,O,O
1621,Premium Duo,Premium,12,99,1,16,N,N,O,N
1622,Premium Famille,Premium,15,99,6,30,O,N,O,N
1623,Gratuit,Free,0,1,36,N,O,N,N,
1624,Premium Solo,Premium,9,99,1,26,O,N,O,N
1625,Premium Duo,Premium,12,99,1,24,N,N,O,O
1626,Premium Famille,Premium,15,99,6,14,O,N,O,N
1627,Gratuit,Free,0,1,26,N,O,N,N,
1628,Premium Solo,Premium,9,99,1,32,O,N,O,N
1629,Premium Duo,Premium,12,99,1,10,N,N,O,N
1630,Premium Famille,Premium,15,99,6,40,O,N,O,O
1631,Gratuit,Free,0,1,18,N,O,N,N,
1632,Premium Solo,Premium,9,99,1,15,O,N,O,N
1633,Premium Duo,Premium,12,99,1,44,N,N,O,N
1634,Premium Famille,Premium,15,99,6,20,O,N,O,N
1635,Gratuit,Free,0,1,42,N,O,N,O,
1636,Premium Solo,Premium,9,99,1,48,O,N,O,N
1637,Premium Duo,Premium,12,99,1,33,N,N,O,N
1638,Premium Famille,Premium,15,99,6,43,O,N,O,N
1639,Gratuit,Free,0,1,45,N,O,N,N,
1640,Premium Solo,Premium,9,99,1,14,O,N,O,O
1641,Premium Duo,Premium,12,99,1,33,N,N,O,N
1642,Premium Famille,Premium,15,99,6,28,O,N,O,N
1643,Gratuit,Free,0,1,18,N,O,N,N,
1644,Premium Solo,Premium,9,99,1,12,O,N,O,N
1645,Premium Duo,Premium,12,99,1,35,N,N,O,O
1646,Premium Famille,Premium,15,99,6,47,O,N,O,N
1647,Gratuit,Free,0,1,35,N,O,N,N,
1648,Premium Solo,Premium,9,99,1,40,O,N,O,N
1649,Premium Duo,Premium,12,99,1,30,N,N,O,N
1650,Premium Famille,Premium,15,99,6,48,O,N,O,O
1651,Gratuit,Free,0,1,42,N,O,N,N,
1652,Premium Solo,Premium,9,99,1,42,O,N,O,N
1653,Premium Duo,Premium,12,99,1,17,N,N,O,N
1654,Premium Famille,Premium,15,99,6,45,O,N,O,N
1655,Gratuit,Free,0,1,10,N,O,N,O,
1656,Premium Solo,Premium,9,99,1,35,O,N,O,N
1657,Premium Duo,Premium,12,99,1,18,N,N,O,N
1658,Premium Famille,Premium,15,99,6,47,O,N,O,N
1659,Gratuit,Free,0,1,26,N,O,N,N,
1660,Premium Solo,Premium,9,99,1,16,O,N,O,O
1661,Premium Duo,Premium,12,99,1,16,N,N,O,N
1662,Premium Famille,Premium,15,99,6,36,O,N,O,N
1663,Gratuit,Free,0,1,35,N,O,N,N,
1664,Premium Solo,Premium,9,99,1,42,O,N,O,N
1665,Premium Duo,Premium,12,99,1,29,N,N,O,O
1666,Premium Famille,Premium,15,99,6,47,O,N,O,N
1667,Gratuit,Free,0,1,43,N,O,N,N,
1668,Premium Solo,Premium,9,99,1,47,O,N,O,N
1669,Premium Duo,Premium,12,99,1,42,N,N,O,N
1670,Premium Famille,Premium,15,99,6,45,O,N,O,O
1671,Gratuit,Free,0,1,36,N,O,N,N,
1672,Premium Solo,Premium,9,99,1,19,O,N,O,N
1673,Premium Duo,Premium,12,99,1,35,N,N,O,N
1674,Premium Famille,Premium,15,99,6,49,O,N,O,N
1675,Gratuit,Free,0,1,30,N,O,N,O,
1676,Premium Solo,Premium,9,99,1,41,O,N,O,N
1677,Premium Duo,Premium,12,99,1,28,N,N,O,N
1678,Premium Famille,Premium,15,99,6,21,O,N,O,N
1679,Gratuit,Free,0,1,17,N,O,N,N,
1680,Premium Solo,Premium,9,99,1,45,O,N,O,O
1681,Premium Duo,Premium,12,99,1,13,N,N,O,N
1682,Premium Famille,Premium,15,99,6,18,O,N,O,N
1683,Gratuit,Free,0,1,25,N,O,N,N,
1684,Premium Solo,Premium,9,99,1,17,O,N,O,N
1685,Premium Duo,Premium,12,99,1,36,N,N,O,O
1686,Premium Famille,Premium,15,99,6,18,O,N,O,N
1687,Gratuit,Free,0,1,40,N,O,N,N,
1688,Premium Solo,Premium,9,99,1,13,O,N,O,N
1689,Premium Duo,Premium,12,99,1,17,N,N,O,N
1690,Premium Famille,Premium,15,99,6,18,O,N,O,O
1691,Gratuit,Free,0,1,15,N,O,N,N,
1692,Premium Solo,Premium,9,99,1,40,O,N,O,N
1693,Premium Duo,Premium,12,99,1,29,N,N,O,N
1694,Premium Famille,Premium,15,99,6,31,O,N,O,N
1695,Gratuit,Free,0,1,47,N,O,N,O,
1696,Premium Solo,Premium,9,99,1,12,O,N,O,N
1697,Premium Duo,Premium,12,99,1,26,N,N,O,N
1698,Premium Famille,Premium,15,99,6,11,O,N,O,N
1699,Gratuit,Free,0,1,49,N,O,N,N,
1700,Premium Solo,Premium,9,99,1,27,O,N,O,O
1701,Premium Duo,Premium,12,99,1,43,N,N,O,N
1702,Premium Famille,Premium,15,99,6,21,O,N,O,N
1703,Gratuit,Free,0,1,10,N,O,N,N,
1704,Premium Solo,Premium,9,99,1,16,O,N,O,N
1705,Premium Duo,Premium,12,99,1,48,N,N,O,O
1706,Premium Famille,Premium,15,99,6,22,O,N,O,N
1707,Gratuit,Free,0,1,34,N,O,N,N,
1708,Premium Solo,Premium,9,99,1,35,O,N,O,N
1709,Premium Duo,Premium,12,99,1,17,N,N,O,N
1710,Premium Famille,Premium,15,99,6,17,O,N,O,O
1711,Gratuit,Free,0,1,30,N,O,N,N,
1712,Premium Solo,Premium,9,99,1,22,O,N,O,N
1713,Premium Duo,Premium,12,99,1,16,N,N,O,N
1714,Premium Famille,Premium,15,99,6,41,O,N,O,N
1715,Gratuit,Free,0,1,24,N,O,N,O,
1716,Premium Solo,Premium,9,99,1,42,O,N,O,N
1717,Premium Duo,Premium,12,99,1,45,N,N,O,N
1718,Premium Famille,Premium,15,99,6,25,O,N,O,N
1719,Gratuit,Free,0,1,46,N,O,N,N,
1720,Premium Solo,Premium,9,99,1,37,O,N,O,O
1721,Premium Duo,Premium,12,99,1,16,N,N,O,N
1722,Premium Famille,Premium,15,99,6,48,O,N,O,N
1723,Gratuit,Free,0,1,37,N,O,N,N,
1724,Premium Solo,Premium,9,99,1,21,O,N,O,N
1725,Premium Duo,Premium,12,99,1,26,N,N,O,O
1726,Premium Famille,Premium,15,99,6,33,O,N,O,N
1727,Gratuit,Free,0,1,21,N,O,N,N,
1728,Premium Solo,Premium,9,99,1,11,O,N,O,N
1729,Premium Duo,Premium,12,99,1,11,N,N,O,N
1730,Premium Famille,Premium,15,99,6,30,O,N,O,O
1731,Gratuit,Free,0,1,19,N,O,N,N,
1732,Premium Solo,Premium,9,99,1,21,O,N,O,N
1733,Premium Duo,Premium,12,99,1,33,N,N,O,N
2678,Premium Famille,Premium,15,99,6,30,O,N,O,N
2679,Gratuit,Free,0,1,48,N,O,N,N,
2680,Premium Solo,Premium,9,99,1,20,O,N,O,O
2681,Premium Duo,Premium,12,99,1,27,N,N,O,N
2682,Premium Famille,Premium,15,99,6,35,O,N,O,N
2683,Gratuit,Free,0,1,12,N,O,N,N,
2684,Premium Solo,Premium,9,99,1,17,O,N,O,N
2685,Premium Duo,Premium,12,99,1,44,N,N,O,O
2686,Premium Famille,Premium,15,99,6,27,O,N,O,N
2687,Gratuit,Free,0,1,35,N,O,N,N,
2688,Premium Solo,Premium,9,99,1,46,O,N,O,N
2689,Premium Duo,Premium,12,99,1,49,N,N,O,N
2690,Premium Famille,Premium,15,99,6,49,O,N,O,O
2691,Gratuit,Free,0,1,33,N,O,N,N,
2692,Premium Solo,Premium,9,99,1,37,O,N,O,N
2693,Premium Duo,Premium,12,99,1,45,N,N,O,N
2694,Premium Famille,Premium,15,99,6,25,O,N,O,N
2695,Gratuit,Free,0,1,16,N,O,N,O,
2696,Premium Solo,Premium,9,99,1,43,O,N,O,N
2697,Premium Duo,Premium,12,99,1,10,N,N,O,N
2698,Premium Famille,Premium,15,99,6,17,O,N,O,N
2699,Gratuit,Free,0,1,16,N,O,N,N,
2700,Premium Solo,Premium,9,99,1,33,O,N,O,O
2701,Premium Duo,Premium,12,99,1,11,N,N,O,N
2702,Premium Famille,Premium,15,99,6,10,O,N,O,N
2703,Gratuit,Free,0,1,29,N,O,N,N,
2704,Premium Solo,Premium,9,99,1,19,O,N,O,N
2705,Premium Duo,Premium,12,99,1,16,N,N,O,O
2706,Premium Famille,Premium,15,99,6,13,O,N,O,N
2707,Gratuit,Free,0,1,43,N,O,N,N,
2708,Premium Solo,Premium,9,99,1,48,O,N,O,N
2709,Premium Duo,Premium,12,99,1,11,N,N,O,N
2710,Premium Famille,Premium,15,99,6,14,O,N,O,O
2711,Gratuit,Free,0,1,20,N,O,N,N,
2712,Premium Solo,Premium,9,99,1,35,O,N,O,N
2713,Premium Duo,Premium,12,99,1,18,N,N,O,N
2714,Premium Famille,Premium,15,99,6,21,O,N,O,N
2715,Gratuit,Free,0,1,38,N,O,N,O,
2716,Premium Solo,Premium,9,99,1,29,O,N,O,N
2717,Premium Duo,Premium,12,99,1,20,N,N,O,N
2718,Premium Famille,Premium,15,99,6,40,O,N,O,N
2719,Gratuit,Free,0,1,22,N,O,N,N,
2720,Premium Solo,Premium,9,99,1,44,O,N,O,O
2721,Premium Duo,Premium,12,99,1,36,N,N,O,N
2722,Premium Famille,Premium,15,99,6,43,O,N,O,N
2723,Gratuit,Free,0,1,47,N,O,N,N,
2724,Premium Solo,Premium,9,99,1,47,O,N,O,N
2725,Premium Duo,Premium,12,99,1,42,N,N,O,O
2726,Premium Famille,Premium,15,99,6,19,O,N,O,N
2727,Gratuit,Free,0,1,43,N,O,N,N,
2728,Premium Solo,Premium,9,99,1,27,O,N,O,N
2729,Premium Duo,Premium,12,99,1,27,N,N,O,N
2730,Premium Famille,Premium,15,99,6,34,O,N,O,O
2731,Gratuit,Free,0,1,19,N,O,N,N,
2732,Premium Solo,Premium,9,99,1,12,O,N,O,N
